horizon_step,MAE_per_step,RMSE_per_step,Anom_MAE_per_step,Anom_RMSE_per_step,Overall_MAE,Overall_RMSE,Overall_Anomaly_MAE,Overall_Anomaly_RMSE
1,0.7575424223065784,1.4542841248368907,2.716556232629858,3.8564932358471333,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
2,1.0446059981721136,1.9787055407218945,3.9779930289281107,5.256538684960224,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
3,1.2782718189806799,2.3849771894780267,5.483294800950888,6.712448060176675,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
4,1.4680497562328287,2.702910446805482,6.871797834356473,8.008281167818735,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
5,1.6333622247391628,2.964980193465532,8.123585773619434,9.158944523749739,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
6,1.7774225609502212,3.197241641346634,9.228646380117466,10.157565114209644,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
7,1.905517637608606,3.4127723848035814,10.331244115752066,11.173957496523215,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
8,2.0258046946034463,3.618631706480692,11.512361302561152,12.276459538340507,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
9,2.1426140942311975,3.82182500516602,12.57134651389401,13.292716823454235,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
10,2.2461155897555827,4.011979793041862,13.683916889436729,14.36241440868478,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
11,2.3347500365194827,4.169371727472364,14.522795522136596,15.182538145193568,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
12,2.4118041050652534,4.329413835327228,15.433683410605424,16.073128680647,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
13,2.4736114427321367,4.442309141751943,16.028810868033077,16.639694834562732,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
14,2.5253491873526093,4.543409923701067,16.614380920749095,17.19851625043484,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
15,2.5713408364583965,4.625821330461167,17.03009742929099,17.596416561366794,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
16,2.6057335642243116,4.688764580609801,17.36943372841321,17.92249975686501,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
17,2.6360529656603173,4.762378236529827,17.673155243102425,18.219403488384255,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
18,2.658447759591225,4.795042710535077,17.85020330664542,18.38195616607333,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
19,2.681375704331432,4.841770582296409,18.045431136987187,18.567965519909304,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
20,2.707766040753115,4.879388852537067,18.226452791913864,18.73798205396227,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
21,2.7307759778131677,4.917843233696767,18.393709259228743,18.90089239827847,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
22,2.745569945612923,4.954271795468071,18.580769715176743,19.081371599022997,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
23,2.7651414957333884,4.987443059084582,18.68464938385779,19.183761350114725,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
24,2.7781004421721676,5.025403686470565,18.850642588345323,19.349366907293696,2.2043802625666813,3.9796225300870227,13.658539924030501,14.387138031911412
