horizon_step,MAE_per_step,RMSE_per_step,Anom_MAE_per_step,Anom_RMSE_per_step,Overall_MAE,Overall_RMSE,Overall_Anomaly_MAE,Overall_Anomaly_RMSE
1,0.8780083088453613,1.5772897473238956,3.734481552781786,4.638745782103431,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
2,1.1251919138214883,2.0318284523909753,4.914050138882985,5.937899090519109,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
3,1.3474471587520491,2.4058064351379835,6.245578000129312,7.246989549294501,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
4,1.5383790076223465,2.704264201242252,7.554134357890358,8.474323421331363,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
5,1.7042170831299766,2.9528218294165907,8.69919843698942,9.533677848565704,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
6,1.8650018002090902,3.171209909883454,9.681115343466871,10.440395355828226,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
7,1.9844397113533003,3.3622466367090866,10.502738628037104,11.230039018066789,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
8,2.100875117374074,3.541966569503528,11.246909373143653,11.955596704352446,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
9,2.223331977734509,3.7113243587386435,12.055056660296517,12.73461746280448,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
10,2.321121918738125,3.865738699371091,12.80208717101764,13.463647738460773,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
11,2.420375796850203,4.00152686955794,13.350725079340489,14.006131965978478,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
12,2.4882861715354125,4.123852432994504,13.901473545105425,14.550191698410773,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
13,2.5555567770051333,4.2363525498501495,14.556756042715117,15.171333725474856,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
14,2.645355497102789,4.329936441806753,14.905278074190381,15.514943857506315,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
15,2.7230110438955992,4.408956446565118,15.288990283821036,15.880929958862573,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
16,2.778355381852783,4.479131269435969,15.681781748332103,16.257034255542877,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
17,2.7901312470553465,4.547463251889826,16.066740744752487,16.62888580613559,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
18,2.832543434179412,4.593479394543977,16.312253888377466,16.86395166327966,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
19,2.8715236281324112,4.642241159225667,16.53198091691908,17.07369094906076,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
20,2.90551533825568,4.684892678964114,16.750868127065964,17.283107752163136,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
21,2.9500226412420685,4.733759137303709,16.957108743986172,17.490304233989622,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
22,3.016881854057751,4.772441171021236,17.14119681422296,17.664551351330275,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
23,3.030134883306127,4.809938195039702,17.358831133412682,17.876804268149776,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
24,3.0597714414476185,4.849093087409479,17.541609018905095,18.05507265470244,2.339811630562444,3.8557317052219013,12.90753932599092,13.582202754663081
